chapter,figure_file,maple_script,script_relpath_in_creators,model,plot_type,confidence,caption
cont1d,cont1d_ferro_spin_T_0_50_b2,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_a2,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_b2,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50_a3,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50_b3,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_a3,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_b3,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50_a4,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50_b4,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_a4,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_b4,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50_a5,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50_b5,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_a5,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_b5,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the mean state x as a function of time t=n/N for the cases shown in Fig.~fig:cont1d_ferro_spin_evolution. Compare also with Fig.~fig:cont1d:ferro_pitch_evolution.
cont1d,cont1d_ferro_spin_T_1_50,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the mean state x as a function of time t=n/N for the cases shown in Fig.~fig:cont1d_ferro_spin_evolution. Compare also with Fig.~fig:cont1d:ferro_pitch_evolution.
cont1d,cont1d_climate_single_fp,cont1d_climate_single_fp.mw,cont1d/cont1d_climate_single_fp.mw,energy-balance climate model,,high,Average stationary temperature T_* of the earth as a function of the emissivity . Stable branches are black; unstable branches are gray.
cont1d,cont1d_climate_multiple_fp,cont1d_climate_single_fp.mw,cont1d/cont1d_climate_single_fp.mw,energy-balance climate model,,medium,Average stationary temperature T_* of the earth as a function of the emissivity . Stable branches are black; unstable branches are gray.
cont2d,cont2d_LV_time,cont2d_LV.mws,cont2d/cont2d_LV.mws,Lotka-Volterra predator-prey,time series,high,"Timeseries of Lotka-Volterra system for =3/4 and x(0)=0.25, y(0)=0.25."
cont2d,cont2d_phasespace,(no maple script found - likely hand-drawn schematic),,,phase portrait,n/a,"The system eq:cont2d:vecx cases the state vector x to change at a rate f, thereby moving it though the phase space and tracing out a unique trajectory."
cont2d,cont2d_LV_phase,cont2d_LV.mws,cont2d/cont2d_LV.mws,Lotka-Volterra predator-prey,phase portrait,high,Phase portrait of a periodic solution of the Lotka-Volterra system.
cont2d,cont2d_phase_r1,(no maple script found - likely hand-drawn schematic),,,phase portrait,n/a,The behaviour of a dynamic system in the neigbourhood of a fixed point.
cont2d,cont2d_phase_r2,(no maple script found - likely hand-drawn schematic),,,phase portrait,n/a,The behaviour of a dynamic system in the neigbourhood of a fixed point.
cont2d,cont2d_phase_r3,(no maple script found - likely hand-drawn schematic),,,phase portrait,n/a,The behaviour of a dynamic system in the neigbourhood of a fixed point.
cont2d,cont2d_phase_i1,(no maple script found - likely hand-drawn schematic),,,phase portrait,n/a,The behaviour of a dynamic system in the neigbourhood of a fixed point.
cont2d,cont2d_phase_i2,(no maple script found - likely hand-drawn schematic),,,phase portrait,n/a,The behaviour of a dynamic system in the neigbourhood of a fixed point.
cont2d,cont2d_phase_i3,(no maple script found - likely hand-drawn schematic),,,phase portrait,n/a,The behaviour of a dynamic system in the neigbourhood of a fixed point.
cont2d,cont2d_classification,(no maple script found - likely hand-drawn schematic),,,classification schematic,n/a,Classification of 2-D linear ODEs based on the trace T and determinant D of the matrix A.
cont2d,cont2d_zoo,(review - no maple script found),,,phase-space gallery,review,Example of the rich behavior of phase space for a nonlinear ODE.
cont2d,cont2d_LV_E,cont2d_LV6.mws,cont2d/cont2d_LV6.mws,Lotka-Volterra predator-prey,,high,Isocontours of the constant of motion H for the Lotka-Volterra system.
cont2d,cont2d_gradient_ell1,cont2d_gradient2.mws,cont2d/cont2d_gradient2.mws,gradient system,gradient field,high,". Typical trajectories for conservative and gradient systems for a surface S (H, V for conservative and gradient systems, respectively).. Left figures: 3-D plot of S. Right figures: isolines of S (black lines; trajectori"
cont2d,cont2d_gradient_ell2,cont2d_gradient2.mws,cont2d/cont2d_gradient2.mws,gradient system,gradient field,high,". Typical trajectories for conservative and gradient systems for a surface S (H, V for conservative and gradient systems, respectively).. Left figures: 3-D plot of S. Right figures: isolines of S (black lines; trajectori"
cont2d,cont2d_gradient_hyp1,cont2d_gradient2.mws,cont2d/cont2d_gradient2.mws,gradient system,gradient field,high,". Typical trajectories for conservative and gradient systems for a surface S (H, V for conservative and gradient systems, respectively).. Left figures: 3-D plot of S. Right figures: isolines of S (black lines; trajectori"
cont2d,cont2d_gradient_hyp2,cont2d_gradient2.mws,cont2d/cont2d_gradient2.mws,gradient system,gradient field,high,". Typical trajectories for conservative and gradient systems for a surface S (H, V for conservative and gradient systems, respectively).. Left figures: 3-D plot of S. Right figures: isolines of S (black lines; trajectori"
cont2d,cont2d_conservative_E,cont2d_conservative.mws,cont2d/cont2d_conservative.mws,conservative system (double well),,high,"Contours of H for the double well system. As the system is conservative, these are also the trajectories in phase space. Open circles: fixed points of the system."
cont2d,cont2d_Limit_time,cont2d_Limit2.mws,cont2d/cont2d_Limit2.mws,,time series,high,Limit cycle
cont2d,cont2d_Limit_phase,cont2d_Limit.mws,cont2d/cont2d_Limit.mws,,phase portrait,high,Limit cycle
cont2d,cont2d_vdPol_phase,cont2d_vdPol.mws,cont2d/cont2d_vdPol.mws,van der Pol oscillator,phase portrait,high,"van der Pol equation, =1."
cont2d,cont2d_pitchfork_phase1,cont2d_pitchfork5.mws,cont2d/cont2d_pitchfork5.mws,pitchfork normal form,phase portrait,high,"Supercritical pitchfork bifurcation for the system (eq:cont2d:pitchfork:x, eq:cont2d:pitchfork:y). (a, b) phase portraits for =-0.1 and =0.1; c) x^* as a function of ; d) the eigenvalues (which are purely real in this ca"
cont2d,cont2d_pitchfork_phase2,cont2d_pitchfork5.mws,cont2d/cont2d_pitchfork5.mws,pitchfork normal form,phase portrait,high,"Supercritical pitchfork bifurcation for the system (eq:cont2d:pitchfork:x, eq:cont2d:pitchfork:y). (a, b) phase portraits for =-0.1 and =0.1; c) x^* as a function of ; d) the eigenvalues (which are purely real in this ca"
cont2d,cont2d_pitchfork_fixed,cont2d_pitchfork.mw,cont2d/cont2d_pitchfork.mw,pitchfork normal form,,high,"Supercritical pitchfork bifurcation for the system (eq:cont2d:pitchfork:x, eq:cont2d:pitchfork:y). (a, b) phase portraits for =-0.1 and =0.1; c) x^* as a function of ; d) the eigenvalues (which are purely real in this ca"
cont2d,cont2d_pitchfork_stab,cont2d_pitchfork.mw,cont2d/cont2d_pitchfork.mw,pitchfork normal form,stability / eigenvalue plot,high,"Supercritical pitchfork bifurcation for the system (eq:cont2d:pitchfork:x, eq:cont2d:pitchfork:y). (a, b) phase portraits for =-0.1 and =0.1; c) x^* as a function of ; d) the eigenvalues (which are purely real in this ca"
cont2d,cont2d_Hopf_time1,cont2d_Hopf.mws,cont2d/cont2d_Hopf.mws,Hopf-bifurcation system,time series,high,"A Hopf bifurcation involves the transition of a fixed point from an stable spiral (_1,2<0) to an unstable spiral (_1,2>0)."
cont2d,cont2d_Hopf_phase1,cont2d_Hopf.mws,cont2d/cont2d_Hopf.mws,Hopf-bifurcation system,phase portrait,high,"A Hopf bifurcation involves the transition of a fixed point from an stable spiral (_1,2<0) to an unstable spiral (_1,2>0)."
cont2d,cont2d_Hopf_time2,cont2d_Hopf.mws,cont2d/cont2d_Hopf.mws,Hopf-bifurcation system,time series,high,"A Hopf bifurcation involves the transition of a fixed point from an stable spiral (_1,2<0) to an unstable spiral (_1,2>0)."
cont2d,cont2d_Hopf_phase2,cont2d_Hopf.mws,cont2d/cont2d_Hopf.mws,Hopf-bifurcation system,phase portrait,high,"A Hopf bifurcation involves the transition of a fixed point from an stable spiral (_1,2<0) to an unstable spiral (_1,2>0)."
cont2d,cont2d_Hopf_ev1,cont2d_Hopf2.mws,cont2d/cont2d_Hopf2.mws,Hopf-bifurcation system,eigenvalue plot,high,"A Hopf bifurcation involves the transition of a fixed point from an stable spiral (_1,2<0) to an unstable spiral (_1,2>0)."
cont2d,cont2d_Hopf_ev2,cont2d_Hopf2.mws,cont2d/cont2d_Hopf2.mws,Hopf-bifurcation system,eigenvalue plot,high,"A Hopf bifurcation involves the transition of a fixed point from an stable spiral (_1,2<0) to an unstable spiral (_1,2>0)."
cont2d,cont2d_global_phase1,cont2d_global.mws,cont2d/cont2d_global.mws,,phase portrait,high,"A blue sky limit cycle. (a, b) The phase portraits just before and after the bifurcation. (c) dr/dt as a function of r. (d) stability diagram of the fixed points."
cont2d,cont2d_global_phase2,cont2d_global.mws,cont2d/cont2d_global.mws,,phase portrait,high,"A blue sky limit cycle. (a, b) The phase portraits just before and after the bifurcation. (c) dr/dt as a function of r. (d) stability diagram of the fixed points."
cont2d,cont2d_global_r,cont2d_global.mws,cont2d/cont2d_global.mws,,,high,"A blue sky limit cycle. (a, b) The phase portraits just before and after the bifurcation. (c) dr/dt as a function of r. (d) stability diagram of the fixed points."
cont2d,cont2d_global_fixed,cont2d_global2.mws,cont2d/cont2d_global2.mws,,,high,"A blue sky limit cycle. (a, b) The phase portraits just before and after the bifurcation. (c) dr/dt as a function of r. (d) stability diagram of the fixed points."
cont2d,cont2d_LV_Allee_stab_Re,cont2d_LV_Allee2.mws,cont2d/cont2d_LV_Allee2.mws,Lotka-Volterra predator-prey,stability / eigenvalue plot,high,"Eigenvalues for fixed point (XXX, XXX) for Eqs (eq:cont2d:LV_Allee_x, eq:cont2d:LV_Allee_y)."
cont2d,cont2d_LV_Allee_stab_Im,cont2d_LV_Allee2.mws,cont2d/cont2d_LV_Allee2.mws,Lotka-Volterra predator-prey,stability / eigenvalue plot,high,"Eigenvalues for fixed point (XXX, XXX) for Eqs (eq:cont2d:LV_Allee_x, eq:cont2d:LV_Allee_y)."
cont2d,cont2d_LV_Allee_extinct1,cont2d_LV_Allee5.mws,cont2d/cont2d_LV_Allee5.mws,Lotka-Volterra predator-prey,,high,Knowing the basin of attraction - population extinction
cont2d,cont2d_LV_Allee_extinct2,cont2d_LV_Allee5.mws,cont2d/cont2d_LV_Allee5.mws,Lotka-Volterra predator-prey,,high,Knowing the basin of attraction - population extinction
cont3d,cont3d_lorenz_time,cont3d_lorenz.mw,cont3d/cont3d_lorenz.mw,Lorenz system,time series,high,A typical timeseries of x showing typical aperiodic behavior.
cont3d,cont3d_lorenz_attractor,cont3d_lorenz.mw,cont3d/cont3d_lorenz.mw,Lorenz system,strange attractor (trajectory),high,The strange attractor of the Lorenz equations. (a) single trajectory x(t). (b) All trajectories in the basin of attraction end up on the strange attractor.
cont3d,cont3d_lorenz_attraction,cont3d_lorenz.mw,cont3d/cont3d_lorenz.mw,Lorenz system,,medium,The strange attractor of the Lorenz equations. (a) single trajectory x(t). (b) All trajectories in the basin of attraction end up on the strange attractor.
cont3d,cont3d_lorenz_lyapunov,cont3d_lorenz.mw,cont3d/cont3d_lorenz.mw,Lorenz system,Lyapunov exponent,high,The growth of a small perturbation in the initial values. The effective Lyapunov exponent _e  0.9.
cont3d,cont3d_LorenzLyapEffective,cont3d_lorenz.mw,cont3d/cont3d_lorenz.mw,Lorenz system,Lyapunov exponent,medium,Instantaneous (effective) Lyapunov exponent _e determined for the Lorenz system from eq:cont3d:lyap_instant.
cont3d,cont3d_lyap_formal,cont3d_lorenz.mw,cont3d/cont3d_lorenz.mw,,Lyapunov exponent,medium,"A sketch of a trajectory x(t) and %the perturbation vector (t), together with the eigenvectors %e_1, e_2 of the Jacobian _S(t) along the trajectory."
cont3d,cont3d_LorenzLyapComprehensive,cont3d_lorenz.mw,cont3d/cont3d_lorenz.mw,Lorenz system,Lyapunov exponent,medium,"The three Lyapunov exponents of the Lorenz system as well as the effective Lyapunov exponent _e (black line). Bottom: Cumulative average of the Lyapunov exponents in time, showing the convergence to _e  0.9."
cont3d,cont3d_LorenzLyapCumulative,cont3d_lorenz.mw,cont3d/cont3d_lorenz.mw,Lorenz system,Lyapunov exponent,medium,"The three Lyapunov exponents of the Lorenz system as well as the effective Lyapunov exponent _e (black line). Bottom: Cumulative average of the Lyapunov exponents in time, showing the convergence to _e  0.9."
cont3d,cont3d_lorenzlyapattractor,cont3d_lorenz.mw,cont3d/cont3d_lorenz.mw,Lorenz system,strange attractor (trajectory),medium,"Effective Lyapunov exponent _e on the attractor. Circles denote _e > 6, and crosses _e < -6"
cont3d,cont3d_lorenz_attractoryz,cont3d_lorenz.mw,cont3d/cont3d_lorenz.mw,Lorenz system,strange attractor (trajectory),high,Phase space projection to the y-z plane. Note the apparent relation between succeeding maxima of z.
cont3d,cont3d_lorenz_zmax,cont3d_lorenz.mw,cont3d/cont3d_lorenz.mw,Lorenz system,,high,"Construction of the Lorenz-map (b) of the Lorenz system, obtained by making a return plot of the data in Fig.~fig:cont3d:lorenzmap:zmax."
cont3d,cont3d_lorenz_map,cont3d_lorenz.mw,cont3d/cont3d_lorenz.mw,Lorenz system,,high,"Construction of the Lorenz-map (b) of the Lorenz system, obtained by making a return plot of the data in Fig.~fig:cont3d:lorenzmap:zmax."
cont3d,cont3d_poincaresection,cont3d_poincare_example.mw,cont3d/cont3d_poincare_example.mw,,Poincare section/map,high,A Poincar\'e section samples the intersections of a trajectory in phase space with the surface S. Strogatz1994.
cont3d,cont3d_poincare_exphase,cont3d_poincare_example.mw,cont3d/cont3d_poincare_example.mw,,phase portrait,high,Phaseportrait and the mapping for the Poincar\'e section.
cont3d,cont3d_poincare_exmap,cont3d_poincare_example.mw,cont3d/cont3d_poincare_example.mw,,Poincare section/map,high,Phaseportrait and the mapping for the Poincar\'e section.
cont3d,cont3d_poincare_exseq,cont3d_poincare_example.mw,cont3d/cont3d_poincare_example.mw,,Poincare section/map,high,Phaseportrait and the mapping for the Poincar\'e section.
cont3d,cont3d_lorenz_poincare,cont3d_lorenz.mw,cont3d/cont3d_lorenz.mw,Lorenz system,Poincare section/map,high,Poincare section at y=0 for the Lorenz system.
cont3d,cont3d_rosslerattractor,cont3d_rossler.mw,cont3d/cont3d_rossler.mw,Rossler system,strange attractor (trajectory),high,"The strange attractor %of the R\""ossler system for a=0.432, b=2 and c=4."
cont3d,cont3d_rosslertopology,cont3d_rossler.mw,cont3d/cont3d_rossler.mw,Rossler system,,high,"The strange attractor %of the R\""ossler system for a=0.432, b=2 and c=4."
cont3d,cont3d_rosslerperiod1a,cont3d_rossler.mw,cont3d/cont3d_rossler.mw,Rossler system,,high,"The period doubling route to chaos of the R\""ossler system."
cont3d,cont3d_rosslerperiod1b,cont3d_rossler.mw,cont3d/cont3d_rossler.mw,Rossler system,,high,"The period doubling route to chaos of the R\""ossler system."
cont3d,cont3d_rosslerperiod2a,cont3d_rossler.mw,cont3d/cont3d_rossler.mw,Rossler system,,high,"The period doubling route to chaos of the R\""ossler system."
cont3d,cont3d_rosslerperiod2b,cont3d_rossler.mw,cont3d/cont3d_rossler.mw,Rossler system,,high,"The period doubling route to chaos of the R\""ossler system."
cont3d,cont3d_rosslerperiod3a,cont3d_rossler.mw,cont3d/cont3d_rossler.mw,Rossler system,,high,"The period doubling route to chaos of the R\""ossler system."
cont3d,cont3d_rosslerperiod3b,cont3d_rossler.mw,cont3d/cont3d_rossler.mw,Rossler system,,high,"The period doubling route to chaos of the R\""ossler system."
cont3d,cont3d_rosslerperiod4a,cont3d_rossler.mw,cont3d/cont3d_rossler.mw,Rossler system,,high,"The period doubling route to chaos of the R\""ossler system."
cont3d,cont3d_rosslerperiod4b,cont3d_rossler.mw,cont3d/cont3d_rossler.mw,Rossler system,,high,"The period doubling route to chaos of the R\""ossler system."
cont3d,cont3d_rosslerreturn,cont3d_rossler.mw,cont3d/cont3d_rossler.mw,Rossler system,return map (x_{n+1} vs x_n),high,"Return map based on maxima in x for the R\""ossler system at c=4"
cont3d,cont3d_rosslerbifurcation,cont3d_rossler.mw,cont3d/cont3d_rossler.mw,Rossler system,bifurcation diagram,high,"Bifurcation diagram of the R\""ossler and Lorenz equations based on maxima in x and z, respectively."
cont3d,cont3d_lorenz_bifurcation,new.mw,cont3d/new.mw,Lorenz system,bifurcation diagram,high,"Bifurcation diagram of the R\""ossler and Lorenz equations based on maxima in x and z, respectively."
cont3d,cont3d_doublewell,cont3d_forced.mws,cont3d/cont3d_forced.mws,double-well potential,,medium,Sketch of the mechanical system Strogatz1994.
cont3d,cont3d_doublewell_phasespace,cont3d_forced.mws,cont3d/cont3d_forced.mws,double-well potential,phase portrait,high,"a) An (x,y) projection of a phase space trajectory for the forced double-well system (red line), together with contours of the total energy (black lines) and the three fixed points (circles). The forcing is of sufficient"
cont3d,cont3d_doublewell_poincare,cont3d_forced.mws,cont3d/cont3d_forced.mws,double-well potential,Poincare section/map,high,"a) An (x,y) projection of a phase space trajectory for the forced double-well system (red line), together with contours of the total energy (black lines) and the three fixed points (circles). The forcing is of sufficient"
cont3d,cont4d_3body_V,cont4d_3body.mw,cont3d/cont4d_3body.mw,three-body / restricted problem,,medium,"The potential V for the restricted three-body system at =0.2. (a) isolines of V and the Lagrange points (red diamonds). (b) a cross-section of V at y=0, showing the wells with singularies at x=- and x=1-, as well are the"
cont3d,cont4d_3body_Vcut,cont4d_3body.mw,cont3d/cont4d_3body.mw,three-body / restricted problem,,medium,"The potential V for the restricted three-body system at =0.2. (a) isolines of V and the Lagrange points (red diamonds). (b) a cross-section of V at y=0, showing the wells with singularies at x=- and x=1-, as well are the"
cont3d,cont4d_3body_traj1,cont4d_3body.mw,cont3d/cont4d_3body.mw,three-body / restricted problem,,medium,". The behaviour of the three-body system at =0.2 for four different initial conditions. (a-d) the trajectories in space. (e) (x_n, u_n) projection of a Poincar\'e section at y=0 (colours correspond to different initial c"
cont3d,cont4d_3body_traj2,cont4d_3body.mw,cont3d/cont4d_3body.mw,three-body / restricted problem,,medium,". The behaviour of the three-body system at =0.2 for four different initial conditions. (a-d) the trajectories in space. (e) (x_n, u_n) projection of a Poincar\'e section at y=0 (colours correspond to different initial c"
cont3d,cont4d_3body_traj3,cont4d_3body.mw,cont3d/cont4d_3body.mw,three-body / restricted problem,,medium,". The behaviour of the three-body system at =0.2 for four different initial conditions. (a-d) the trajectories in space. (e) (x_n, u_n) projection of a Poincar\'e section at y=0 (colours correspond to different initial c"
cont3d,cont4d_3body_traj4,cont4d_3body.mw,cont3d/cont4d_3body.mw,three-body / restricted problem,,medium,". The behaviour of the three-body system at =0.2 for four different initial conditions. (a-d) the trajectories in space. (e) (x_n, u_n) projection of a Poincar\'e section at y=0 (colours correspond to different initial c"
cont3d,cont4d_3body_Poincare,cont4d_3body.mw,cont3d/cont4d_3body.mw,three-body / restricted problem,Poincare section/map,medium,". The behaviour of the three-body system at =0.2 for four different initial conditions. (a-d) the trajectories in space. (e) (x_n, u_n) projection of a Poincar\'e section at y=0 (colours correspond to different initial c"
